Code,Site Name,Visit Date,Visit Time,Electrical Conductivity (µS/cm),pH (pH Units),Temperature - AIR (° C),Temperature - WATER (° C),Turbidity - NTU (NTU),Days Since Last Rainfall,Water Type,Litter Pollutants,Region,Basin,Catchment,Sub Catchment,Longitude,Latitude,Northing,Easting
ME_YOI040,"Olinda Creek @ Mt. Evelyn Reseerve, Mt. Evelyn",28-Mar-01,12:30:00,100,7.3,,13.6,10,,Creek,,Melbourne,Yarra River,Yarra River,Olinda Creek,145.38501351 N,-37.796058783 E,5815584,357812
ME_YOI040,"Olinda Creek @ Mt. Evelyn Reseerve, Mt. Evelyn",28-Mar-01,12:00:00,100,7.4,,13.5,10,,Creek,,Melbourne,Yarra River,Yarra River,Olinda Creek,145.38501351 N,-37.796058783 E,5815584,357812
ME_YOI040,"Olinda Creek @ Mt. Evelyn Reseerve, Mt. Evelyn",28-Mar-01,7:35:00,100,7.2,,12.1,10,,Creek,,Melbourne,Yarra River,Yarra River,Olinda Creek,145.38501351 N,-37.796058783 E,5815584,357812
ME_YOI040,"Olinda Creek @ Mt. Evelyn Reseerve, Mt. Evelyn",27-Mar-01,16:45:00,90,7.4,,14.9,10,,Creek,,Melbourne,Yarra River,Yarra River,Olinda Creek,145.38501351 N,-37.796058783 E,5815584,357812
ME_YOI050,Olinda Ck: Reserve opposite Marne Rd,07-Jun-01,11:40:00,110,6.9,,8.5,0,,Other,,Melbourne,Yarra River,Yarra River,Olinda Creek,145.360114687 N,-37.7921098406 E,5815984,355612
ME_YOI050,Olinda Ck: Reserve opposite Marne Rd,30-Mar-01,13:25:00,140,7.3,,15.6,10,,Other,,Melbourne,Yarra River,Yarra River,Olinda Creek,145.360114687 N,-37.7921098406 E,5815984,355612
ME_YOI050,Olinda Ck: Reserve opposite Marne Rd,30-Mar-01,6:50:00,150,7.3,,12.2,10,,Other,,Melbourne,Yarra River,Yarra River,Olinda Creek,145.360114687 N,-37.7921098406 E,5815984,355612
ME_YOI050,Olinda Ck: Reserve opposite Marne Rd,29-Mar-01,17:40:00,150,7.3,,14.2,10,,Other,,Melbourne,Yarra River,Yarra River,Olinda Creek,145.360114687 N,-37.7921098406 E,5815984,355612
ME_YOI050,Olinda Ck: Reserve opposite Marne Rd,29-Mar-01,13:40:00,140,7.4,,14.9,10,,Other,,Melbourne,Yarra River,Yarra River,Olinda Creek,145.360114687 N,-37.7921098406 E,5815984,355612
ME_YOI050,Olinda Ck: Reserve opposite Marne Rd,29-Mar-01,6:35:00,150,7.4,,12.9,10,,Other,,Melbourne,Yarra River,Yarra River,Olinda Creek,145.360114687 N,-37.7921098406 E,5815984,355612
ME_YOI050,Olinda Ck: Reserve opposite Marne Rd,28-Mar-01,17:35:00,160,7.4,,13.8,10,,Other,,Melbourne,Yarra River,Yarra River,Olinda Creek,145.360114687 N,-37.7921098406 E,5815984,355612
ME_YOI050,Olinda Ck: Reserve opposite Marne Rd,28-Mar-01,12:10:00,180,7.4,,14.1,10,,Other,,Melbourne,Yarra River,Yarra River,Olinda Creek,145.360114687 N,-37.7921098406 E,5815984,355612
ME_YOI050,Olinda Ck: Reserve opposite Marne Rd,28-Mar-01,7:15:00,220,7.2,,12.6,28,,Other,,Melbourne,Yarra River,Yarra River,Olinda Creek,145.360114687 N,-37.7921098406 E,5815984,355612
ME_YOI050,Olinda Ck: Reserve opposite Marne Rd,27-Mar-01,19:00:00,150,7.4,,14.5,10,,Other,,Melbourne,Yarra River,Yarra River,Olinda Creek,145.360114687 N,-37.7921098406 E,5815984,355612
ME_YOI060,"Olinda Creek, 500 meters upstream Lilydale Lake, Bellbird Road, Lilydale",15-Jan-08,0:00:00,,,26.5,24.5,18,More than 7 days ago,Creek,,Melbourne,Yarra River,Yarra River,Olinda Creek,145.359477384 N,-37.7695702004 E,5818484,355512
ME_YOI060,"Olinda Creek, 500 meters upstream Lilydale Lake, Bellbird Road, Lilydale",30-Mar-01,13:45:00,190,7.4,,19,10,,Creek,,Melbourne,Yarra River,Yarra River,Olinda Creek,145.359477384 N,-37.7695702004 E,5818484,355512
ME_YOI060,"Olinda Creek, 500 meters upstream Lilydale Lake, Bellbird Road, Lilydale",30-Mar-01,7:15:00,200,7.3,,13.1,10,,Creek,,Melbourne,Yarra River,Yarra River,Olinda Creek,145.359477384 N,-37.7695702004 E,5818484,355512
ME_YOI060,"Olinda Creek, 500 meters upstream Lilydale Lake, Bellbird Road, Lilydale",29-Mar-01,17:55:00,200,7.4,,16,10,,Creek,,Melbourne,Yarra River,Yarra River,Olinda Creek,145.359477384 N,-37.7695702004 E,5818484,355512
ME_YOI060,"Olinda Creek, 500 meters upstream Lilydale Lake, Bellbird Road, Lilydale",29-Mar-01,13:10:00,190,7.4,,17.8,10,,Creek,,Melbourne,Yarra River,Yarra River,Olinda Creek,145.359477384 N,-37.7695702004 E,5818484,355512
ME_YOI060,"Olinda Creek, 500 meters upstream Lilydale Lake, Bellbird Road, Lilydale",29-Mar-01,6:50:00,200,7.4,,13.8,10,,Creek,,Melbourne,Yarra River,Yarra River,Olinda Creek,145.359477384 N,-37.7695702004 E,5818484,355512
ME_YOI060,"Olinda Creek, 500 meters upstream Lilydale Lake, Bellbird Road, Lilydale",28-Mar-01,17:55:00,230,7.4,,15,17,,Creek,,Melbourne,Yarra River,Yarra River,Olinda Creek,145.359477384 N,-37.7695702004 E,5818484,355512
ME_YOI060,"Olinda Creek, 500 meters upstream Lilydale Lake, Bellbird Road, Lilydale",28-Mar-01,11:45:00,190,7.4,,15.3,10,,Creek,,Melbourne,Yarra River,Yarra River,Olinda Creek,145.359477384 N,-37.7695702004 E,5818484,355512
ME_YOI060,"Olinda Creek, 500 meters upstream Lilydale Lake, Bellbird Road, Lilydale",28-Mar-01,6:50:00,210,7.4,,13.1,17,,Creek,,Melbourne,Yarra River,Yarra River,Olinda Creek,145.359477384 N,-37.7695702004 E,5818484,355512
ME_YOI060,"Olinda Creek, 500 meters upstream Lilydale Lake, Bellbird Road, Lilydale",27-Mar-01,17:30:00,200,7.4,,16,18,,Creek,,Melbourne,Yarra River,Yarra River,Olinda Creek,145.359477384 N,-37.7695702004 E,5818484,355512
ME_YOI060,"Olinda Creek, 500 meters upstream Lilydale Lake, Bellbird Road, Lilydale",28-Nov-00,11:00:00,120,7.7,,18.5,10,,Creek,,Melbourne,Yarra River,Yarra River,Olinda Creek,145.359477384 N,-37.7695702004 E,5818484,355512
ME_YOI060,"Olinda Creek, 500 meters upstream Lilydale Lake, Bellbird Road, Lilydale",23-Nov-00,12:00:00,160,7.1,,13,24,,Creek,,Melbourne,Yarra River,Yarra River,Olinda Creek,145.359477384 N,-37.7695702004 E,5818484,355512
ME_YOI060,"Olinda Creek, 500 meters upstream Lilydale Lake, Bellbird Road, Lilydale",21-Nov-00,10:30:00,230,7.4,,14,19,,Creek,,Melbourne,Yarra River,Yarra River,Olinda Creek,145.359477384 N,-37.7695702004 E,5818484,355512
ME_YOI063,Olinda Ck: Lilydale Lake -off Platform pier,28-Nov-00,12:00:00,200,7.8,,24.5,15,,Other,,Melbourne,Yarra River,Yarra River,Olinda Creek,145.356192148 N,-37.7641170146 E,5819084,355212
ME_YOI063,Olinda Ck: Lilydale Lake -off Platform pier,23-Nov-00,12:00:00,210,7.4,,17,39,,Other,,Melbourne,Yarra River,Yarra River,Olinda Creek,145.356192148 N,-37.7641170146 E,5819084,355212
ME_YOI063,Olinda Ck: Lilydale Lake -off Platform pier,21-Nov-00,11:00:00,230,7.4,,18,22,,Other,,Melbourne,Yarra River,Yarra River,Olinda Creek,145.356192148 N,-37.7641170146 E,5819084,355212
ME_YOI066,"Olinda Creek, immediately downstream of Lilydale Lake, Lilydale",15-Jan-08,14:00:00,240,,26.5,24,22,More than 7 days ago,Creek,,Melbourne,Yarra River,Yarra River,Olinda Creek,145.350577741 N,-37.7613348513 E,5819384,354712
ME_YOI066,"Olinda Creek, immediately downstream of Lilydale Lake, Lilydale",27-Mar-06,10:00:00,230,7.8,28,23,28,,Creek,,Melbourne,Yarra River,Yarra River,Olinda Creek,145.350577741 N,-37.7613348513 E,5819384,354712
ME_YOI066,"Olinda Creek, immediately downstream of Lilydale Lake, Lilydale",03-Jun-02,10:30:00,220,7,,10,101,,Creek,,Melbourne,Yarra River,Yarra River,Olinda Creek,145.350577741 N,-37.7613348513 E,5819384,354712
ME_YOI066,"Olinda Creek, immediately downstream of Lilydale Lake, Lilydale",30-Mar-01,14:00:00,210,7.8,,18.1,25,,Creek,,Melbourne,Yarra River,Yarra River,Olinda Creek,145.350577741 N,-37.7613348513 E,5819384,354712
ME_YOI066,"Olinda Creek, immediately downstream of Lilydale Lake, Lilydale",30-Mar-01,7:35:00,230,7.6,,15.3,20,,Creek,,Melbourne,Yarra River,Yarra River,Olinda Creek,145.350577741 N,-37.7613348513 E,5819384,354712
ME_YOI066,"Olinda Creek, immediately downstream of Lilydale Lake, Lilydale",29-Mar-01,18:15:00,230,8.6,,17.2,17,,Creek,,Melbourne,Yarra River,Yarra River,Olinda Creek,145.350577741 N,-37.7613348513 E,5819384,354712
ME_YOI066,"Olinda Creek, immediately downstream of Lilydale Lake, Lilydale",29-Mar-01,12:40:00,210,8.3,,17.9,17,,Creek,,Melbourne,Yarra River,Yarra River,Olinda Creek,145.350577741 N,-37.7613348513 E,5819384,354712
ME_YOI066,"Olinda Creek, immediately downstream of Lilydale Lake, Lilydale",29-Mar-01,7:10:00,230,7.7,,15.4,20,,Creek,,Melbourne,Yarra River,Yarra River,Olinda Creek,145.350577741 N,-37.7613348513 E,5819384,354712
ME_YOI066,"Olinda Creek, immediately downstream of Lilydale Lake, Lilydale",28-Mar-01,18:15:00,230,7.9,,16,21,,Creek,,Melbourne,Yarra River,Yarra River,Olinda Creek,145.350577741 N,-37.7613348513 E,5819384,354712
ME_YOI066,"Olinda Creek, immediately downstream of Lilydale Lake, Lilydale",28-Mar-01,11:05:00,210,7.7,,16.7,24,,Creek,,Melbourne,Yarra River,Yarra River,Olinda Creek,145.350577741 N,-37.7613348513 E,5819384,354712
ME_YOI066,"Olinda Creek, immediately downstream of Lilydale Lake, Lilydale",28-Mar-01,6:30:00,230,7.6,,14.9,38,,Creek,,Melbourne,Yarra River,Yarra River,Olinda Creek,145.350577741 N,-37.7613348513 E,5819384,354712
ME_YOI066,"Olinda Creek, immediately downstream of Lilydale Lake, Lilydale",27-Mar-01,17:00:00,220,7.8,,16.8,27,,Creek,,Melbourne,Yarra River,Yarra River,Olinda Creek,145.350577741 N,-37.7613348513 E,5819384,354712
ME_YOI066,"Olinda Creek, immediately downstream of Lilydale Lake, Lilydale",28-Nov-00,10:30:00,230,7.6,,24,15,,Creek,,Melbourne,Yarra River,Yarra River,Olinda Creek,145.350577741 N,-37.7613348513 E,5819384,354712
ME_YOI066,"Olinda Creek, immediately downstream of Lilydale Lake, Lilydale",23-Nov-00,10:15:00,220,8.1,,18,39,,Creek,,Melbourne,Yarra River,Yarra River,Olinda Creek,145.350577741 N,-37.7613348513 E,5819384,354712
ME_YOI066,"Olinda Creek, immediately downstream of Lilydale Lake, Lilydale",21-Nov-00,10:05:00,230,8.4,,19,17,,Creek,,Melbourne,Yarra River,Yarra River,Olinda Creek,145.350577741 N,-37.7613348513 E,5819384,354712
ME_YOI200,"Olinda Creek in Spadoni's Reserve, 100 metres upstream Yarra River confluence, Yering.",15-Jan-08,4:00:00,800,,32,20,12.5,More than 7 days ago,Creek,,Melbourne,Yarra River,Yarra River,Olinda Creek,145.353433537 N,-37.6826426255 E,5828120,354810
ME_YPL258,"Plenty River @Yarrambat Pk, Yarrambat",02-Aug-07,10:00:00,,,12,8,,More than 7 days ago,River,,Melbourne,Yarra River,Yarra River,Plenty River,145.122300989 N,-37.6261333473 E,5834007,334302
ME_YPL258,"Plenty River @Yarrambat Pk, Yarrambat",31-Jul-07,14:20:00,,,16,9,40,More than 7 days ago,River,,Melbourne,Yarra River,Yarra River,Plenty River,145.122300989 N,-37.6261333473 E,5834007,334302
ME_YPL258,"Plenty River @Yarrambat Pk, Yarrambat",14-Oct-09,10:15:00,600,7.1,13,13,55,Last 24 hrs,River,,Melbourne,Yarra River,Yarra River,Plenty River,145.122300989 N,-37.6261333473 E,5834007,334302
ME_YPL258,"Plenty River @Yarrambat Pk, Yarrambat",17-Mar-09,9:15:00,1140,7.4,15,12,30,Between 1 and 7 days ago,River,,Melbourne,Yarra River,Yarra River,Plenty River,145.122300989 N,-37.6261333473 E,5834007,334302
ME_YPL258,"Plenty River @Yarrambat Pk, Yarrambat",09-Dec-09,9:15:00,670,6.6,15,18,91,Last 24 hrs,River,,Melbourne,Yarra River,Yarra River,Plenty River,145.122300989 N,-37.6261333473 E,5834007,334302
ME_YPL258,"Plenty River @Yarrambat Pk, Yarrambat",17-Nov-06,0:17:00,840,7.2,13,16,30,Last 24 hrs,River,,Melbourne,Yarra River,Yarra River,Plenty River,145.122300989 N,-37.6261333473 E,5834007,334302
ME_YPL258,"Plenty River @Yarrambat Pk, Yarrambat",14-Jul-09,0:40:00,1820,7.4,12,10,,Between 1 and 7 days ago,River,,Melbourne,Yarra River,Yarra River,Plenty River,145.122300989 N,-37.6261333473 E,5834007,334302
ME_YPL258,"Plenty River @Yarrambat Pk, Yarrambat",27-May-09,8:30:00,900,7.2,6,11,,Between 1 and 7 days ago,River,,Melbourne,Yarra River,Yarra River,Plenty River,145.122300989 N,-37.6261333473 E,5834007,334302
ME_YPL258,"Plenty River @Yarrambat Pk, Yarrambat",16-Sep-09,8:30:00,1060,7.4,10,11,,Between 1 and 7 days ago,River,,Melbourne,Yarra River,Yarra River,Plenty River,145.122300989 N,-37.6261333473 E,5834007,334302
ME_YPL258,"Plenty River @Yarrambat Pk, Yarrambat",15-Jun-09,10:40:00,820,7.4,7,9,,Between 1 and 7 days ago,River,,Melbourne,Yarra River,Yarra River,Plenty River,145.122300989 N,-37.6261333473 E,5834007,334302
ME_YPL258,"Plenty River @Yarrambat Pk, Yarrambat",15-Jun-08,10:40:00,820,7.4,7,9,,Between 1 and 7 days ago,River,,Melbourne,Yarra River,Yarra River,Plenty River,145.122300989 N,-37.6261333473 E,5834007,334302
ME_YPL258,"Plenty River @Yarrambat Pk, Yarrambat",09-Nov-06,9:30:00,830,7.5,15,14,30,Between 1 and 7 days ago,River,,Melbourne,Yarra River,Yarra River,Plenty River,145.122300989 N,-37.6261333473 E,5834007,334302
ME_YPL258,"Plenty River @Yarrambat Pk, Yarrambat",11-Nov-09,0:15:00,730,7.4,34,24,,More than 7 days ago,River,,Melbourne,Yarra River,Yarra River,Plenty River,145.122300989 N,-37.6261333473 E,5834007,334302
ME_YPL258,"Plenty River @Yarrambat Pk, Yarrambat",22-Apr-09,11:15:00,1300,7.5,19,14,,More than 7 days ago,River,,Melbourne,Yarra River,Yarra River,Plenty River,145.122300989 N,-37.6261333473 E,5834007,334302
ME_YPL258,"Plenty River @Yarrambat Pk, Yarrambat",19-Feb-09,10:00:00,1010,7.9,21,21,31,More than 7 days ago,River,,Melbourne,Yarra River,Yarra River,Plenty River,145.122300989 N,-37.6261333473 E,5834007,334302
ME_YPL258,"Plenty River @Yarrambat Pk, Yarrambat",29-Jan-09,8:45:00,930,7.4,31,22,38,Between 1 and 7 days ago,River,,Melbourne,Yarra River,Yarra River,Plenty River,145.122300989 N,-37.6261333473 E,5834007,334302
ME_YPL258,"Plenty River @Yarrambat Pk, Yarrambat",26-Aug-09,8:30:00,1420,7.6,7,10,,Last 24 hrs,River,,Melbourne,Yarra River,Yarra River,Plenty River,145.122300989 N,-37.6261333473 E,5834007,334302
ME_YPL265,"Wetlands at La Page Homestead, Hawkstowe Plenty Gorge Parklands, South Morang. (from boardwalk)",20-Nov-09,0:45:00,920,7.6,36,26,10,More than 7 days ago,Other,,Melbourne,Yarra River,Yarra River,Plenty River,145.103465691 N,-37.6356192525 E,5832921,332661
ME_YPL265,"Wetlands at La Page Homestead, Hawkstowe Plenty Gorge Parklands, South Morang. (from boardwalk)",06-Mar-11,13:30:00,,,,,,,Other,,Melbourne,Yarra River,Yarra River,Plenty River,145.103465691 N,-37.6356192525 E,5832921,332661
ME_YPL280,"Plenty River at Gorge Rd, South Morang, downstream of bridge",19-Jun-12,13:30:00,580,7.8,12,10,35,Last 24 hrs,River,,Melbourne,Yarra River,Yarra River,Plenty River,145.103190739556 N,-37.6504398691825 E,5831276,332670
ME_YPL280,"Plenty River at Gorge Rd, South Morang, downstream of bridge",14-Aug-11,9:25:00,380,7.5,10,9,40,Last 24 hrs,River,,Melbourne,Yarra River,Yarra River,Plenty River,145.103190739556 N,-37.6504398691825 E,5831276,332670
ME_YPL280,"Plenty River at Gorge Rd, South Morang, downstream of bridge",08-Feb-12,10:05:00,260,7.5,18,18,35,Between 1 and 7 days ago,River,,Melbourne,Yarra River,Yarra River,Plenty River,145.103190739556 N,-37.6504398691825 E,5831276,332670
ME_YPL280,"Plenty River at Gorge Rd, South Morang, downstream of bridge",12-Feb-11,10:00:00,300,7.4,19,20,80,Between 1 and 7 days ago,River,,Melbourne,Yarra River,Yarra River,Plenty River,145.103190739556 N,-37.6504398691825 E,5831276,332670
ME_YPL280,"Plenty River at Gorge Rd, South Morang, downstream of bridge",20-Sep-10,0:25:00,430,6.9,18,13,35,Between 1 and 7 days ago,River,,Melbourne,Yarra River,Yarra River,Plenty River,145.103190739556 N,-37.6504398691825 E,5831276,332670
ME_YPL280,"Plenty River at Gorge Rd, South Morang, downstream of bridge",10-May-10,10:00:00,500,7.2,18,13,,Between 1 and 7 days ago,River,,Melbourne,Yarra River,Yarra River,Plenty River,145.103190739556 N,-37.6504398691825 E,5831276,332670
ME_YPL280,"Plenty River at Gorge Rd, South Morang, downstream of bridge",06-Sep-09,9:00:00,1480,7.7,13,10,14,Between 1 and 7 days ago,River,,Melbourne,Yarra River,Yarra River,Plenty River,145.103190739556 N,-37.6504398691825 E,5831276,332670
ME_YPL280,"Plenty River at Gorge Rd, South Morang, downstream of bridge",07-Nov-10,9:00:00,370,7.3,21,18,70,Between 1 and 7 days ago,River,,Melbourne,Yarra River,Yarra River,Plenty River,145.103190739556 N,-37.6504398691825 E,5831276,332670
ME_YPL280,"Plenty River at Gorge Rd, South Morang, downstream of bridge",01-May-11,10:45:00,290,7.2,19,14,28,More than 7 days ago,River,,Melbourne,Yarra River,Yarra River,Plenty River,145.103190739556 N,-37.6504398691825 E,5831276,332670
ME_YPL280,"Plenty River at Gorge Rd, South Morang, downstream of bridge",08-Apr-13,10:40:00,410,7.7,21,17,27,Last 24 hrs,River,,Melbourne,Yarra River,Yarra River,Plenty River,145.103190739556 N,-37.6504398691825 E,5831276,332670
ME_YPL280,"Plenty River at Gorge Rd, South Morang, downstream of bridge",05-Nov-12,10:05:00,550,7.4,25,18,24,Between 1 and 7 days ago,River,,Melbourne,Yarra River,Yarra River,Plenty River,145.103190739556 N,-37.6504398691825 E,5831276,332670
ME_YPL280,"Plenty River at Gorge Rd, South Morang, downstream of bridge",08-Oct-12,10:00:00,470,7.7,12,13,12,Between 1 and 7 days ago,River,,Melbourne,Yarra River,Yarra River,Plenty River,145.103190739556 N,-37.6504398691825 E,5831276,332670
ME_YPL280,"Plenty River at Gorge Rd, South Morang, downstream of bridge",20-Jul-12,14:20:00,350,7.4,15,10,50,Between 1 and 7 days ago,River,,Melbourne,Yarra River,Yarra River,Plenty River,145.103190739556 N,-37.6504398691825 E,5831276,332670
ME_YPL280,"Plenty River at Gorge Rd, South Morang, downstream of bridge",06-May-12,11:35:00,360,7.9,15,12,80,Between 1 and 7 days ago,River,,Melbourne,Yarra River,Yarra River,Plenty River,145.103190739556 N,-37.6504398691825 E,5831276,332670
ME_YPL280,"Plenty River at Gorge Rd, South Morang, downstream of bridge",17-Jul-11,11:00:00,340,7.3,14,9,26,Between 1 and 7 days ago,River,,Melbourne,Yarra River,Yarra River,Plenty River,145.103190739556 N,-37.6504398691825 E,5831276,332670
ME_YPL280,"Plenty River at Gorge Rd, South Morang, downstream of bridge",06-Feb-08,10:00:00,840,7.3,26.5,23,5,Last 24 hrs,River,,Melbourne,Yarra River,Yarra River,Plenty River,145.103190739556 N,-37.6504398691825 E,5831276,332670
ME_YPL280,"Plenty River at Gorge Rd, South Morang, downstream of bridge",06-Feb-08,0:00:00,840,7.3,26.5,23,5,Last 24 hrs,River,,Melbourne,Yarra River,Yarra River,Plenty River,145.103190739556 N,-37.6504398691825 E,5831276,332670
ME_YPL280,"Plenty River at Gorge Rd, South Morang, downstream of bridge",05-Apr-09,11:00:00,670,7.5,19,17,,Between 1 and 7 days ago,River,,Melbourne,Yarra River,Yarra River,Plenty River,145.103190739556 N,-37.6504398691825 E,5831276,332670
ME_YPL280,"Plenty River at Gorge Rd, South Morang, downstream of bridge",18-Jan-11,10:00:00,280,6.9,18,20,55,Between 1 and 7 days ago,River,,Melbourne,Yarra River,Yarra River,Plenty River,145.103190739556 N,-37.6504398691825 E,5831276,332670
ME_YPL280,"Plenty River at Gorge Rd, South Morang, downstream of bridge",10-Oct-10,9:45:00,580,7.1,16,13,15,Between 1 and 7 days ago,River,,Melbourne,Yarra River,Yarra River,Plenty River,145.103190739556 N,-37.6504398691825 E,5831276,332670
ME_YPL280,"Plenty River at Gorge Rd, South Morang, downstream of bridge",04-Jul-10,9:00:00,390,6.7,11,10,80,Between 1 and 7 days ago,River,,Melbourne,Yarra River,Yarra River,Plenty River,145.103190739556 N,-37.6504398691825 E,5831276,332670
ME_YPL280,"Plenty River at Gorge Rd, South Morang, downstream of bridge",13-Apr-10,11:30:00,570,7.1,18,15,,Between 1 and 7 days ago,River,,Melbourne,Yarra River,Yarra River,Plenty River,145.103190739556 N,-37.6504398691825 E,5831276,332670
ME_YPL280,"Plenty River at Gorge Rd, South Morang, downstream of bridge",14-Dec-09,9:25:00,550,7.3,19,17,,Between 1 and 7 days ago,River,,Melbourne,Yarra River,Yarra River,Plenty River,145.103190739556 N,-37.6504398691825 E,5831276,332670
ME_YPL280,"Plenty River at Gorge Rd, South Morang, downstream of bridge",12-Nov-09,9:45:00,750,7.4,27,22,,More than 7 days ago,River,,Melbourne,Yarra River,Yarra River,Plenty River,145.103190739556 N,-37.6504398691825 E,5831276,332670
ME_YPL280,"Plenty River at Gorge Rd, South Morang, downstream of bridge",01-Mar-09,9:30:00,1260,7.4,19,19,18,More than 7 days ago,River,,Melbourne,Yarra River,Yarra River,Plenty River,145.103190739556 N,-37.6504398691825 E,5831276,332670
ME_YPL280,"Plenty River at Gorge Rd, South Morang, downstream of bridge",12-Aug-09,9:50:00,1780,7.5,10,9,,Between 1 and 7 days ago,River,,Melbourne,Yarra River,Yarra River,Plenty River,145.103190739556 N,-37.6504398691825 E,5831276,332670
ME_YPL280,"Plenty River at Gorge Rd, South Morang, downstream of bridge",15-Feb-13,9:45:00,540,7.4,23,23,15,Between 1 and 7 days ago,River,,Melbourne,Yarra River,Yarra River,Plenty River,145.103190739556 N,-37.6504398691825 E,5831276,332670
ME_YPL280,"Plenty River at Gorge Rd, South Morang, downstream of bridge",07-Dec-12,9:50:00,470,7.6,26,19,21,Between 1 and 7 days ago,River,,Melbourne,Yarra River,Yarra River,Plenty River,145.103190739556 N,-37.6504398691825 E,5831276,332670
ME_YPL280,"Plenty River at Gorge Rd, South Morang, downstream of bridge",11-Sep-12,9:55:00,420,7.8,15,12,30,Between 1 and 7 days ago,River,,Melbourne,Yarra River,Yarra River,Plenty River,145.103190739556 N,-37.6504398691825 E,5831276,332670
ME_YPL280,"Plenty River at Gorge Rd, South Morang, downstream of bridge",21-Aug-12,10:20:00,270,7.6,12,10,120,Between 1 and 7 days ago,River,,Melbourne,Yarra River,Yarra River,Plenty River,145.103190739556 N,-37.6504398691825 E,5831276,332670
ME_YPL280,"Plenty River at Gorge Rd, South Morang, downstream of bridge",06-Dec-11,11:05:00,290,7.2,19,18,40,Between 1 and 7 days ago,River,,Melbourne,Yarra River,Yarra River,Plenty River,145.103190739556 N,-37.6504398691825 E,5831276,332670
ME_YPL280,"Plenty River at Gorge Rd, South Morang, downstream of bridge",05-Nov-11,9:10:00,330,7.2,21,16,50,Between 1 and 7 days ago,River,,Melbourne,Yarra River,Yarra River,Plenty River,145.103190739556 N,-37.6504398691825 E,5831276,332670
ME_YPL280,"Plenty River at Gorge Rd, South Morang, downstream of bridge",04-Oct-11,10:35:00,360,7.4,13,12,70,Between 1 and 7 days ago,River,,Melbourne,Yarra River,Yarra River,Plenty River,145.103190739556 N,-37.6504398691825 E,5831276,332670
ME_YPL280,"Plenty River at Gorge Rd, South Morang, downstream of bridge",05-Jun-11,8:45:00,330,7.4,7,9,23,Between 1 and 7 days ago,River,,Melbourne,Yarra River,Yarra River,Plenty River,145.103190739556 N,-37.6504398691825 E,5831276,332670
ME_YPL280,"Plenty River at Gorge Rd, South Morang, downstream of bridge",20-Jun-08,11:30:00,1130,8.5,13,12,15,Last 24 hrs,River,,Melbourne,Yarra River,Yarra River,Plenty River,145.103190739556 N,-37.6504398691825 E,5831276,332670
ME_YPL280,"Plenty River at Gorge Rd, South Morang, downstream of bridge",13-Aug-07,14:00:00,740,7.8,14,8.9,20,Last 24 hrs,River,,Melbourne,Yarra River,Yarra River,Plenty River,145.103190739556 N,-37.6504398691825 E,5831276,332670
ME_YPL280,"Plenty River at Gorge Rd, South Morang, downstream of bridge",05-Apr-11,9:30:00,280,7.4,17,15,20,Between 1 and 7 days ago,River,,Melbourne,Yarra River,Yarra River,Plenty River,145.103190739556 N,-37.6504398691825 E,5831276,332670
ME_YPL280,"Plenty River at Gorge Rd, South Morang, downstream of bridge",14-Dec-10,10:05:00,350,6.9,26,19,55,Between 1 and 7 days ago,River,,Melbourne,Yarra River,Yarra River,Plenty River,145.103190739556 N,-37.6504398691825 E,5831276,332670
ME_YPL280,"Plenty River at Gorge Rd, South Morang, downstream of bridge",09-Aug-10,0:30:00,460,6.9,16,9,60,Between 1 and 7 days ago,River,,Melbourne,Yarra River,Yarra River,Plenty River,145.103190739556 N,-37.6504398691825 E,5831276,332670
ME_YPL280,"Plenty River at Gorge Rd, South Morang, downstream of bridge",14-Jun-10,11:40:00,440,7.1,14,10,100,Between 1 and 7 days ago,River,,Melbourne,Yarra River,Yarra River,Plenty River,145.103190739556 N,-37.6504398691825 E,5831276,332670
ME_YPL280,"Plenty River at Gorge Rd, South Morang, downstream of bridge",07-Jul-09,11:15:00,1640,7.4,9,9,,Between 1 and 7 days ago,River,,Melbourne,Yarra River,Yarra River,Plenty River,145.103190739556 N,-37.6504398691825 E,5831276,332670
ME_YPL280,"Plenty River at Gorge Rd, South Morang, downstream of bridge",06-Mar-11,8:00:00,290,7.2,19,15,55,Between 1 and 7 days ago,River,,Melbourne,Yarra River,Yarra River,Plenty River,145.103190739556 N,-37.6504398691825 E,5831276,332670
ME_YPL280,"Plenty River at Gorge Rd, South Morang, downstream of bridge",14-Mar-10,9:00:00,340,7.3,22,20,,Between 1 and 7 days ago,River,,Melbourne,Yarra River,Yarra River,Plenty River,145.103190739556 N,-37.6504398691825 E,5831276,332670
ME_YPL280,"Plenty River at Gorge Rd, South Morang, downstream of bridge",08-Feb-10,11:15:00,500,7.2,29,25,,Between 1 and 7 days ago,River,,Melbourne,Yarra River,Yarra River,Plenty River,145.103190739556 N,-37.6504398691825 E,5831276,332670
ME_YPL280,"Plenty River at Gorge Rd, South Morang, downstream of bridge",14-Jun-09,9:00:00,1410,7.3,7,9,,Between 1 and 7 days ago,River,,Melbourne,Yarra River,Yarra River,Plenty River,145.103190739556 N,-37.6504398691825 E,5831276,332670
